number,city,area,name,set,address,x,y,tel
196,台北市,中山區,臺北市私立傑聲幼兒園,私立,臺北市中山區明水路397巷2弄10、12號1、2樓,121.547574,25.077971,(02)25328550
197,台北市,中山區,臺北市私立河岸小百合蒙特梭利幼兒園,私立,臺北市中山區明水路397巷19弄18號1樓、18之2號1樓、20號1樓、18號2樓之1及18號2樓之2,121.549001,25.078551,(02)25322766
198,台北市,中山區,臺北市私立科見幼兒園,私立,臺北市中山區松江路90巷9號2樓,121.53128,25.05063,(02)25641420
199,台北市,中山區,臺北市私立立興幼兒園,私立,臺北市中山區龍江路342巷37號1樓及356巷48號1樓,121.539033,25.065646,(02)25034564
200,台北市,中山區,臺北市私立五常幼兒園,私立,臺北市中山區龍江路377巷24號1樓,121.54239,25.064708,(02)25025750
201,台北市,中山區,臺北市私立小甜甜幼兒園,私立,臺北市中山區五常街51號1樓,121.539412,25.064418,(02)25052178
202,台北市,中山區,實踐大學附設臺北市私立幼兒園,私立,臺北市中山區大直街70號1樓,121.546234,25.083587,(02)25336078
203,台北市,中山區,臺北市私立新生幼兒園,私立,臺北市中山區新生北路2段125號1、2樓,121.527953,25.059695,(02)25414534
204,台北市,中山區,臺北市私立大愛幼兒園,私立,臺北市中山區松江路221巷15號1樓,121.535089,25.058408,(02)25023200
205,台北市,中山區,臺北市私立新自立全人幼兒園,私立,臺北市中山區德惠街150號2樓及152號1、2樓,121.530941,25.066472,(02)25964546
206,台北市,中山區,臺北市私立新自立幼兒園,私立,臺北市中山區吉林路407巷7號1樓,121.530947,25.066168,(02)25964546
207,台北市,中山區,臺北市私立友丞幼兒園,私立,臺北市中山區錦州街452號1、2樓,121.543499,25.060099,(02)25093438
208,台北市,中山區,臺北市私立韋斯登幼兒園,私立,臺北市中山區合江街73巷33號1樓,121.540239,25.058862,(02)25081568
209,台北市,中山區,臺北市私立龍江幼兒園,私立,臺北市中山區龍江路397巷12號1樓,121.54168,25.065469,(02)25097435
210,台北市,中山區,臺北市私立晨星蒙特梭利幼兒園,私立,臺北市中山區龍江路114巷6號1樓,121.540055,25.053058,(02)25047216
211,台北市,中山區,臺北市私立喬幼國際幼兒園,私立,臺北市中山區民權東路三段63、65、67號2樓至3樓,121.543708,25.06211,(02)25181888
212,台北市,中山區,臺北市私立道明幼兒園,私立,臺北市中山區吉林路378號1、2樓,121.53022,25.064485,(02)25942294#1061
213,台北市,中山區,臺北市私立大智幼兒園,私立,臺北市中山區明水路397巷7弄24號1樓,121.549198,25.077888,(02)25320696
214,台北市,中山區,臺北市私立宜家蒙特梭利幼兒園,私立,臺北市中山區龍江路271巷5號1樓,121.541272,25.059567,(02)25023113
215,台北市,中山區,臺北市私立蒙特梭利花園幼兒園,私立,臺北市中山區明水路397巷7弄2號及2之1號1樓,121.547912,25.077925,(02)25329338
216,台北市,中山區,臺北市私立建國幼兒園,私立,臺北市中山區建國北路二段6巷1號1樓至4樓,121.536368,25.052595,(02)25075564
217,台北市,中山區,臺北市私立加楓國際蒙特梭利幼兒園,私立,臺北市中山區松江路188巷9號及9之1號1樓,121.53223,25.056847,(02)25419969
218,台北市,中山區,臺北市私立笙愛幼兒園,私立,臺北市中山區松江路78巷8號1樓至2樓,121.532191,25.049738,(02)25818356
219,台北市,中山區,臺北市私立喬幼一江幼兒園,私立,臺北市中山區一江街21號1樓及2樓,121.531609,25.052681,(02)25628898
220,台北市,中山區,臺北市濱江非營利幼兒園（委託社團法人台北市教保人員協會辦理）,非營利,臺北市中山區樂群二路262號,121.560716,25.079598,(02)85026191
221,台北市,中山區,臺北市國防部大直非營利幼兒園（委託財團法人實踐大學辦理）,非營利,臺北市中山區崇實路127號,121.544785,25.083164,(02)25320398
222,台北市,松山區,臺北市松山區民權國民小學附設幼兒園,公立,臺北市松山區民權東路四段200號1樓,121.562298,25.062508,(02)27652327#671
223,台北市,松山區,臺北市松山區西松國民小學附設幼兒園,公立,臺北市松山區三民路5號1樓及2樓,121.563614,25.052198,(02)27609221#800
224,台北市,松山區,臺北市松山區松山國民小學附設幼兒園,公立,臺北市松山區八德路四段746號1樓,121.579269,25.051205,(02)27614924
225,台北市,松山區,臺北市松山區民族國民小學附設幼兒園,公立,臺北市松山區民生東路四段97巷7號1樓,121.55191,25.058875,(02)27124872#710
226,台北市,松山區,臺北市松山區健康國民小學附設幼兒園,公立,臺北市松山區延壽街168號1樓,121.562923,25.056622,(02)25282814#200
227,台北市,松山區,臺北市松山區三民國民小學附設幼兒園,公立,臺北市松山區民權東路五段1號1樓,121.564279,25.063275,(02)27646080#511
228,台北市,松山區,臺北市立松山幼兒園,公立,臺北市松山區敦化北路199巷5號2樓,121.55153,25.056992,(02)27181189
229,台北市,松山區,臺北市松山區敦化國民小學附設幼兒園,公立,臺北市松山區敦化北路2號1樓,121.548541,25.049102,(02)27513310
230,台北市,松山區,臺北市私立青林幼兒園,私立,臺北市松山區敦化南路一段80巷20號1樓,121.547888,25.046582,(02)27314531
231,台北市,松山區,臺北市私立凱思寶幼兒園,私立,臺北市松山區光復北路100巷8號3樓,121.557303,25.050453,(02)25791349
232,台北市,松山區,臺北市私立凱思幼兒園,私立,臺北市松山區光復北路100巷8號2樓,121.557303,25.050453,(02)25791350
233,台北市,松山區,臺北市私立德馨幼兒園,私立,臺北市松山區八德路三段12巷20弄18號1樓,121.549831,25.046572,(02)25700768
234,台北市,松山區,臺北市私立三民幼兒園,私立,臺北市松山區民生東路五段69巷2弄37.39.41號1樓,121.558387,25.059082,(02)27651882
235,台北市,松山區,臺北市私立親子坊幼兒園,私立,臺北市松山區健康路325巷16號1樓,121.567325,25.055854,(02)27612798
236,台北市,松山區,財團法人福智文教基金會附設臺北市私立妙慧幼兒園,私立,臺北市松山區南京東路4段133巷5弄25號1至2樓,121.556083,25.052121,(02)25451307
237,台北市,松山區,財團法人福智文教基金會附設臺北市私立妙行幼兒園,私立,臺北市松山區南京東路4段133巷5弄23號1樓,121.555964,25.05213,(02)25451351
238,台北市,松山區,臺北市立敦化國民中學教師會附設臺北市私立員工子女幼兒園,私立,臺北市松山區南京東路3段300號2樓,121.546792,25.051524,(02)87717890#317
239,台北市,松山區,臺北市私立卡兒堡幼兒園,私立,臺北市松山區八德路三段12巷57弄39.41號1樓,121.551147,25.045252,(02)25784555
240,台北市,松山區,臺北市私立天喜幼兒園,私立,臺北市松山區民權東路五段102號1、2樓、民權東路五段104巷2號1、2樓,121.563256,25.062687,(02)27672567
241,台北市,松山區,臺北市私立嘉勝幼兒園,私立,臺北市松山區三民路9-17、9-18、9-19、9-20號1樓,121.563655,25.053992,(02)27648859
242,台北市,松山區,臺北市私立嘉維幼兒園,私立,臺北市松山區三民路9-21、9-22、9-23、9-24號1樓,121.563655,25.053992,(02)27648859
243,台北市,松山區,臺北市私立喜樂幼兒園,私立,臺北市松山區健康路290之1號1樓,121.565378,25.054072,(02)27622872
244,台北市,松山區,臺北市私立勁寶兒民權幼兒園,私立,臺北市松山區民權東路三段106巷21弄12號1樓,121.545522,25.059388,(02)27199719
245,台北市,松山區,臺北市私立優寶幼兒園,私立,臺北市松山區南京東路四段133巷6弄2號1、2樓,121.554942,25.052769,(02)27131091
246,台北市,松山區,臺北市私立郁欣幼兒園,私立,臺北市松山區八德路三段106巷70號,121.55408,25.046009,(02)25787470
247,台北市,松山區,臺北市私立維多利亞幼兒園,私立,臺北市松山區民權東路3段160巷19弄17號1樓,121.548267,25.060039,(02)27183809
248,台北市,松山區,臺北市私立民權幼兒園,私立,臺北市松山區富錦街562巷13號1樓,121.567569,25.062138,(02)27131092
249,台北市,松山區,財團法人臺北市私立立德幼兒園,私立,臺北市松山區南京東路5段123巷8弄47號1樓,121.562985,25.053539,(02)27670043
250,台北市,松山區,臺北市私立育華幼兒園,私立,臺北市松山區八德路3段12巷51弄44之2號1樓,121.5521,25.045871,(02)25706450
251,台北市,松山區,臺北市私立小親親幼兒園,私立,臺北市松山區民生東路4段80巷15弄3號1樓,121.55324,25.056319,(02)27131492
252,台北市,松山區,臺北市私立宜家民權蒙特梭利幼兒園,私立,臺北市松山區民權東路3段140巷4號1樓,121.546586,25.061599,(02)25472626
253,台北市,松山區,臺北市私立松迪幼兒園,私立,臺北市松山區東興路2巷10號1樓,121.564894,25.050823,(02)27615555
254,台北市,松山區,臺北市私立資幼幼兒園,私立,臺北市松山區富錦街372號1樓,121.558691,25.060437,(02)27674365
255,台北市,松山區,財團法人臺灣省臺南市天主教鮑思高慈幼會附設臺北市私立思高幼兒園,私立,臺北市松山區民生東路三段125號1樓,121.547362,25.058042,(02)27135473
256,台北市,松山區,育達學校財團法人臺北市私立普林思頓高級中等學校附設臺北市私立點點幼兒園,私立,臺北市松山區南京東路四段120巷31號1樓,121.555176,25.05009,(02)25789177
257,台北市,松山區,臺北市私立馨兒園幼兒園,私立,臺北市松山區八德路三段12巷60號1樓.三段12巷62弄2號1樓,121.550469,25.045862,(02)25775928
258,台北市,松山區,臺北市私立正欣幼兒園,私立,臺北市松山區光復北路165巷5號、7號1樓,121.555826,25.057421,(02)27639957
259,台北市,松山區,臺北市私立光華幼兒園,私立,臺北市松山區慶城街16巷3、5號1樓,121.545908,25.052833,(02)27154555
260,台北市,松山區,臺北市私立童欣幼兒園,私立,臺北市松山區富錦街396號、398號1樓,121.559878,25.060524,(02)27662965
261,台北市,松山區,臺北市私立民族幼兒園,私立,臺北市松山區新中街4巷6、8號1樓,121.560874,25.057517,(02)27612638
262,台北市,松山區,臺北市私立多多優質幼兒園,私立,臺北市松山區光復南路46巷25.27,121.554281,25.045819,(02)25791370
263,台北市,松山區,臺北市私立小慶園幼兒園,私立,臺北市松山區慶城街16巷9-1號1樓,121.546226,25.053664,(02)27190521
264,台北市,松山區,臺北市私立小敦園幼兒園,私立,臺北市松山區敦化北路145巷55號1樓,121.551544,25.053685,(02)25459211
265,台北市,松山區,臺北市私立正欣啓蒙幼兒園,私立,臺北市松山區光復北路165巷3號1樓,121.555732,25.057416,(02)27639957
266,台北市,松山區,臺北市私立賀瑞幼兒園,私立,臺北市松山區南京東路四段53巷11弄1號及3號1樓,121.551044,25.053246,(02)27127575
267,台北市,松山區,臺北市私立哈寶寶幼兒園,私立,臺北市松山區民生東路五段69巷2弄13號及15號1樓,121.558873,25.059408,(02)37653868
268,台北市,松山區,臺北市私立格爾幼兒園,私立,臺北市松山區八德路二段402號1至2樓,121.546668,25.048058,(02)87738855
269,台北市,松山區,臺北市私立豐村幼兒園,私立,臺北市松山區八德路四段106巷2弄4號1樓,121.560843,25.04802,(02)27619160
270,台北市,松山區,臺北市私立聖如幼兒園,私立,臺北市松山區復興北路361巷26號1樓,121.546173,25.060328,(02)27180033
271,台北市,松山區,臺北市私立聖儒幼兒園,私立,臺北市松山區復興北路361巷24號1樓,121.546074,25.060331,(02)27173888
272,台北市,松山區,臺北市私立友友幼兒園,私立,臺北市松山區南京東路五段23巷6弄9號及11號1樓,121.558313,25.052209,(02)27568845
273,台北市,松山區,臺北市私立純青幼兒園,私立,臺北市松山區光復北路190巷35號1樓,121.554319,25.054684,(02)27171217
274,台北市,松山區,臺北市私立寶仁幼兒園,私立,臺北市松山區光復北路230巷1號1樓,121.555221,25.056004,(02)27150971
275,台北市,松山區,臺北市私立健寶兒幼兒園,私立,臺北市松山區敦化北路222巷11之1、13號1樓,121.548261,25.059277,(02)27123455
276,台北市,松山區,臺北市私立耕心幼兒園,私立,臺北市松山區南京東路四段53巷11弄2號1樓至2樓,121.551085,25.05345,(02)25463743
277,台北市,松山區,臺北市私立圓圓幼兒園,私立,臺北市松山區慶城街20號1樓,121.545582,25.053388,(02)27121692
278,台北市,松山區,臺北市經國三民非營利幼兒園（委託財團法人經國管理暨健康學院辦理）,非營利,臺北市松山區民生東路5段163-1號2樓,121.562907,25.059287,(02)27564213
279,台北市,大安區,臺北市大安區龍安國民小學附設幼兒園,公立,臺北市大安區新生南路三段33號1樓至3樓,121.534846,25.023952,(02)23628493#20
280,台北市,大安區,臺北市大安區建安國民小學附設幼兒園,公立,臺北市大安區大安路二段99號,121.54615,25.029387,(02)27077119#170
281,台北市,大安區,臺北市大安區仁愛國民小學附設幼兒園,公立,臺北市大安區安和路一段60號1樓,121.552386,25.035792,(02)27095010#509
282,台北市,大安區,臺北市大安區古亭國民小學附設幼兒園,公立,臺北市大安區羅斯福路三段201號,121.528486,25.020671,(02)23639795#874
283,台北市,大安區,臺北市大安區銘傳國民小學附設幼兒園,公立,臺北市大安區羅斯褔路四段21號,121.535575,25.01428,(02)23639815#20
284,台北市,大安區,臺北市大安區公館國民小學附設幼兒園,公立,臺北市大安區基隆路四段41巷68弄2號1樓至2樓,121.542865,25.012418,(02)27351734#271
285,台北市,大安區,臺北市大安區大安國民小學附設幼兒園,公立,臺北市大安區臥龍街129號1至2樓,121.549646,25.019507,(02)27322332#871
286,台北市,大安區,臺北市大安區新生國民小學附設幼兒園,公立,臺北市大安區新生南路二段36號,121.533612,25.029758,(02)23913122#250
287,台北市,大安區,臺北市大安區幸安國民小學附設幼兒園,公立,臺北市大安區仁愛路三段22號,121.534949,25.037661,(02)27074191#3600
288,台北市,大安區,國立臺北教育大學附設實驗國民小學附設幼兒園,公立,臺北市大安區和平東路二段94號,121.540887,25.025005,(02)27356186#184
289,台北市,大安區,臺北市立大安幼兒園,公立,臺北市大安區四維路198巷31弄11號,121.545918,25.02718,(02)27551211
